"";"filename";"X3rd.Party.Name";"Attributes";"AttributesPublic";"AttributesStatic";"BaseTags";"Classes";"Comments.Loc";"ConsoleOutput";"CtorsMax";"CtorsMaxName";"EmptyCatches";"EmptyOrNoCatch";"F.Args";"F.Args.Name";"F.GodFnRloc";"F.Mccc";"F.Mccc.Name";"F.Mccc.1.F.RLoc";"F.Mccc.1.F.RLoc.Name";"F.Nl";"F.Nl.Name";"F.RLoc";"F.RLoc.Name";"F.RLoc10.";"F.RLoc100.";"F.RLoc20.";"F.RLoc200.";"F.RLoc50.";"FriendClasses";"Functions";"FunctionsPub";"FunctionsUncommented";"Hacks";"Includes";"IsGenerated";"Lines140.";"Loc";"Loc.Comment";"Loc.Outcommented";"Mccc";"Nl";"Nl0.";"Nl1.";"Nl1..";"Nl1.Mean";"Nl10.";"Nl10..";"Nl10.Mean";"Nl2.";"Nl2..";"Nl2.Mean";"Nl3.";"Nl3..";"Nl3.Mean";"NL4";"Nl4..";"Nl4.Mean";"Nl5.";"Nl5..";"Nl5.Mean";"NL6";"Nl6..";"Nl6.Mean";"Nl7.";"Nl7..";"Nl7.Mean";"Nl8.";"Nl8..";"Nl8.Mean";"Nl9.";"Nl9..";"Nl9.Mean";"NlMean";"RLoc";"Templates";"TestsDisabled";"Todos";"Try.Nl";"Trys";"Trys.w.o.catch";"Uncommented.Complexity";"NL4.rel";"filetype"
"1748";"solr/core/src/test/org/apache/solr/core/RequestHandlersTest.java";"Apache licensed";0;0;0;NA;1;"0.163793103448";0;0;"";0;0;0;"";NA;1;"";"0.0";"";0;"";16;"testLazyLoading, line 48";2;0;0;0;0;NA;6;6;0;0;5;NA;0;116;19;0;1;0;42;0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.0";61;NA;0;0;0;0;0;0;0;"java"
"1749";"solr/core/src/test/org/apache/solr/core/MockQuerySenderListenerReqHandler.java";"Apache licensed";3;2;0;NA;1;"0.322580645161";0;0;"";0;0;2;"handleRequestBody, line 44";NA;1;"";"0.0";"";0;"";3;"getStatistics, line 56";0;0;0;0;0;NA;4;4;0;0;5;NA;0;62;20;0;1;0;9;0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.0";27;NA;0;0;0;0;0;0;0;"java"
"1750";"solr/core/src/test/org/apache/solr/core/TestMergePolicyConfig.java";"Apache licensed";1;0;1;NA;1;"0.162962962963";0;0;"";0;3;2;"implTestLogMergePolicyConfig, line 174";NA;5;"testLogMergePolicyFactoryConfig, line 161";"0.571428571429";"testLogMergePolicyFactoryConfig, line 161";1;"testSetNoCFSMergePolicyConfig, line 49";19;"testTieredMergePolicyConfig, line 94";5;0;0;0;0;NA;14;12;0;0;18;NA;1;270;44;0;11;1;116;25;"0.215517241379";"1.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.215517241379";154;NA;0;0;1;3;3;0;0;"java"
"1751";"solr/core/src/test/org/apache/solr/core/BlobRepositoryMockingTest.java";"Apache licensed";9;0;0;NA;1;"0.094674556213";0;0;"";0;0;0;"";21;1;"";"0.0";"";3;"testGetBlobIncrRefStringDecoder, line 137";21;"testGetBlobIncrRefStringDecoder, line 137";2;0;1;0;0;NA;7;7;0;0;22;NA;0;169;16;0;1;3;55;20;"0.363636363636";"1.7";0;"0.0";"0";12;"0.218181818182";"2.16666666667";2;"0.0363636363636";"3.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.618181818182";115;NA;0;0;1;1;0;0;0;"java"
"1752";"solr/core/src/test/org/apache/solr/core/FakeDeletionPolicy.java";"Apache licensed";2;0;0;NA;1;"0.366666666667";0;0;"";0;0;1;"init, line 36";NA;1;"";"0.0";"";0;"";2;"init, line 36";0;0;0;0;0;NA;5;5;0;0;5;NA;0;60;22;0;1;0;6;0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.0";23;NA;0;0;0;0;0;0;0;"java"
"1753";"solr/core/src/test/org/apache/solr/core/TestConfigOverlay.java";"Apache licensed";0;0;0;NA;1;"0.207792207792";0;0;"";0;0;0;"";NA;1;"";"0.0";"";0;"";31;"testPaths, line 28";1;0;1;0;0;NA;2;2;0;0;4;NA;0;77;16;0;1;0;38;0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.0";46;NA;0;0;0;0;0;0;0;"java"
"1754";"solr/core/src/test/org/apache/solr/core/CachingDirectoryFactoryTest.java";"Apache licensed";11;0;0;NA;5;"0.068";0;0;"";0;0;1;"ReleaseDirThread, line 118";35;9;"stressTest, line 51";"0.228571428571";"stressTest, line 51";6;"run, line 123";35;"stressTest, line 51";4;0;3;0;0;NA;7;7;2;0;16;NA;0;250;17;0;21;6;108;86;"0.796296296296";"2.55813953488";0;"0.0";"0";61;"0.564814814815";"3.19672131148";40;"0.37037037037";"3.825";22;"0.203703703704";"4.5";8;"0.0740740740741";"5.375";3;"0.0277777777778";"6.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"2.03703703704";153;NA;0;0;1;7;0;0;0,143790849673203;"java"
"1755";"solr/core/src/test/org/apache/solr/core/RAMDirectoryFactoryTest.java";"Apache licensed";0;0;0;NA;1;"0.296875";0;0;"";0;0;0;"";NA;1;"";"0.0";"";2;"dotestOpenReturnsTheSameForSamePath, line 37";13;"dotestOpenReturnsTheSameForSamePath, line 37";1;0;0;0;0;NA;3;1;0;0;6;NA;0;64;19;0;1;2;21;3;"0.142857142857";"1.33333333333";0;"0.0";"0";1;"0.047619047619";"2.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.190476190476";32;NA;0;0;0;0;0;0;0;"java"
"1756";"solr/core/src/test/org/apache/solr/core/TestCorePropertiesReload.java";"Apache licensed";0;0;0;NA;1;"0.22972972973";0;0;"";0;1;1;"writeProperties, line 63";NA;1;"";"0.0";"";1;"writeProperties, line 63";13;"testPropertiesReload, line 43";1;0;0;0;0;NA;3;2;0;0;9;NA;0;74;17;0;1;1;25;4;"0.16";"1.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.16";41;NA;0;0;1;1;1;0;0;"java"
"1757";"solr/core/src/test/org/apache/solr/core/PluginInfoTest.java";"Apache licensed";0;0;0;NA;1;"0.133333333333";0;0;"";0;0;0;"";NA;2;"testChildren, line 149";"0.142857142857";"testChildren, line 149";1;"testNameRequired, line 64";13;"testClassRequired, line 81";3;0;0;0;0;NA;9;9;0;0;5;NA;0;165;22;0;2;1;65;11;"0.169230769231";"1.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.169230769231";92;NA;0;0;1;2;0;0;0;"java"
"1758";"solr/core/src/test/org/apache/solr/core/SolrCoreCheckLockOnStartupTest.java";"Apache licensed";0;0;0;NA;1;"0.205357142857";0;0;"";0;2;1;"checkForCoreInitException, line 103";NA;4;"checkForCoreInitException, line 103";"0.6";"checkForCoreInitException, line 103";2;"checkForCoreInitException, line 103";18;"testNativeLockErrorOnStartup, line 77";2;0;0;0;0;NA;4;3;0;0;15;NA;0;112;23;0;6;2;41;24;"0.585365853659";"1.08333333333";0;"0.0";"0";2;"0.0487804878049";"2.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.634146341463";67;NA;0;0;1;2;2;0;0;"java"
"1759";"solr/core/src/test/org/apache/solr/core/TestConfig.java";"Apache licensed";0;0;0;NA;1;"0.131707317073";0;0;"";1;1;0;"";NA;3;"testLib, line 46";"0.142857142857";"testLib, line 46";2;"testLib, line 46";27;"testDefaults, line 143";4;0;2;0;0;NA;8;8;0;0;17;NA;1;205;27;0;3;2;87;8;"0.0919540229885";"1.125";0;"0.0";"0";1;"0.0114942528736";"2.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.103448275862";121;NA;0;0;1;1;0;0;0;"java"
"1760";"solr/core/src/test/org/apache/solr/core/TestConfigSetProperties.java";"Apache licensed";1;1;0;NA;1;"0.172043010753";0;0;"";0;0;1;"createConfigSetProps, line 82";NA;2;"createConfigSetProps, line 82";"0.125";"createConfigSetProps, line 82";1;"testEmptyConfigSetProperties, line 48";8;"createConfigSetProps, line 82";0;0;0;0;0;NA;6;5;0;0;15;NA;0;93;16;0;2;1;26;9;"0.346153846154";"1.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.346153846154";56;NA;0;0;1;2;0;0;0;"java"
"1761";"solr/core/src/test/org/apache/solr/core/CountUsageValueSourceParser.java";"Apache licensed";0;0;0;NA;2;"0.244186046512";0;0;"";0;0;2;"CountDocsValueSource, line 69";NA;2;"getAndClearCount, line 46";"0.25";"getAndClearCount, line 46";2;"getValues, line 75";6;"parse, line 55";0;0;0;0;0;NA;5;5;0;0;13;NA;0;86;21;0;3;2;19;6;"0.315789473684";"1.33333333333";0;"0.0";"0";2;"0.105263157895";"2.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.421052631579";46;NA;0;0;0;0;0;0;0;"java"
"1762";"solr/core/src/test/org/apache/solr/core/snapshots/TestSolrCoreSnapshots.java";"Apache licensed";1;0;1;NA;1;"0.169871794872";0;0;"";0;0;3;"createSnapshot, line 264";48;7;"testIndexOptimization, line 174";"0.125";"testIndexOptimization, line 174";4;"testIndexOptimization, line 174";48;"testIndexOptimization, line 174";3;0;2;0;0;NA;8;4;1;0;38;NA;2;312;53;0;8;4;129;65;"0.503875968992";"1.89230769231";0;"0.0";"0";39;"0.302325581395";"2.48717948718";14;"0.108527131783";"3.35714285714";5;"0.0387596899225";"4.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.953488372093";185;NA;0;0;1;1;0;0;0,027027027027027;"java"
"1763";"solr/core/src/test/org/apache/solr/core/snapshots/TestSolrCloudSnapshots.java";"Apache licensed";1;0;1;NA;1;"0.135313531353";0;0;"";0;0;2;"listCollectionSnapshots, line 272";111;23;"testSnapshots, line 82";"0.198198198198";"testSnapshots, line 82";5;"testSnapshots, line 82";111;"testSnapshots, line 82";2;1;1;0;1;NA;5;3;1;0;34;NA;0;303;41;0;25;5;138;80;"0.579710144928";"1.9875";0;"0.0";"0";42;"0.304347826087";"2.88095238095";23;"0.166666666667";"3.60869565217";8;"0.0579710144928";"4.75";6;"0.0434782608696";"5.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"1.15217391304";189;NA;0;0;0;0;0;0;0,0423280423280423;"java"
"1764";"solr/core/src/test/org/apache/solr/store/hdfs/HdfsLockFactoryTest.java";"Apache licensed";1;0;1;NA;1;"0.246913580247";0;0;"";2;2;0;"";NA;1;"";"0.0";"";2;"testBasic, line 54";17;"testBasic, line 54";1;0;0;0;0;NA;3;3;0;0;13;NA;0;81;20;0;1;2;20;10;"0.5";"1.4";0;"0.0";"0";4;"0.2";"2.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.7";44;NA;0;0;1;0;0;0;0;"java"
"1765";"solr/core/src/test/org/apache/solr/store/hdfs/HdfsDirectoryTest.java";"Apache licensed";3;0;1;NA;1;"0.0723404255319";1;0;"";1;1;3;"testEof, line 154";23;7;"assertInputsEquals, line 184";"0.260869565217";"assertInputsEquals, line 184";3;"assertInputsEquals, line 184";23;"assertInputsEquals, line 184";5;0;2;0;0;NA;12;8;1;0;21;NA;0;235;17;0;11;3;112;36;"0.321428571429";"1.27777777778";0;"0.0";"0";9;"0.0803571428571";"2.11111111111";1;"0.00892857142857";"3.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.410714285714";165;NA;0;0;1;2;0;0;0;"java"
"1766";"solr/core/src/test/org/apache/solr/store/blockcache/BlockCacheTest.java";"Apache licensed";0;0;0;NA;1;"0.174311926606";5;0;"";0;0;3;"testData, line 105";NA;4;"testBlockCache, line 28";"0.0810810810811";"testBlockCache, line 28";2;"testBlockCache, line 28";37;"testBlockCache, line 28";2;0;1;0;0;NA;3;2;0;0;5;NA;0;109;19;0;4;2;56;17;"0.303571428571";"1.23529411765";0;"0.0";"0";4;"0.0714285714286";"2.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.375";68;NA;0;0;0;0;0;0;0;"java"
"1767";"solr/core/src/test/org/apache/solr/store/blockcache/BufferStoreTest.java";"Apache licensed";2;0;0;NA;1;"0.271739130435";0;0;"";0;0;2;"assertRawMetricCounts, line 63";NA;1;"";"0.0";"";0;"";12;"testBufferTakePut, line 41";1;0;0;0;0;NA;5;2;0;0;5;NA;0;92;25;0;1;0;25;0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.0";42;NA;0;0;0;0;0;0;0;"java"
"1768";"solr/core/src/test/org/apache/solr/store/blockcache/BlockDirectoryTest.java";"Apache licensed";5;0;0;NA;2;"0.0790378006873";1;0;"";2;3;6;"update, line 47";29;6;"assertInputsEquals, line 190";"0.2";"fetch, line 68";3;"assertInputsEquals, line 190";29;"assertInputsEquals, line 190";6;0;1;0;0;NA;18;13;1;0;16;NA;0;291;23;1;13;3;137;60;"0.43795620438";"1.21666666667";0;"0.0";"0";12;"0.0875912408759";"2.08333333333";1;"0.00729927007299";"3.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.532846715328";200;NA;0;1;2;4;1;0;0;"java"
"1769";"solr/core/src/test/org/apache/solr/highlight/HighlighterMaxOffsetTest.java";"Apache licensed";2;0;2;NA;1;"0.161016949153";0;0;"";0;0;1;"assertHighlighting, line 102";NA;1;"";"0.0";"";0;"";4;"testIndexedMultiValued, line 50";0;0;0;0;0;NA;9;8;0;0;4;NA;3;118;19;0;1;0;26;0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.0";50;NA;0;0;0;0;0;0;0;"java"
"1770";"solr/core/src/test/org/apache/solr/highlight/HighlighterConfigTest.java";"Apache licensed";0;0;0;NA;1;"0.272727272727";0;0;"";0;0;0;"";NA;1;"";"0.0";"";0;"";14;"testConfig, line 52";1;0;0;0;0;NA;4;4;0;0;8;NA;0;77;21;0;1;0;17;0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.0";35;NA;0;0;0;0;0;0;0;"java"
"1771";"solr/core/src/test/org/apache/solr/highlight/TestPostingsSolrHighlighter.java";"Apache licensed";0;0;0;NA;1;"0.134969325153";0;0;"";1;1;0;"";NA;1;"";"0.0";"";1;"testMisconfiguredField, line 102";7;"beforeClass, line 28";0;0;0;0;0;NA;15;15;0;0;4;NA;3;163;22;0;1;1;47;3;"0.063829787234";"1.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.063829787234";70;NA;0;0;1;1;0;0;0;"java"
"1772";"solr/core/src/test/org/apache/solr/highlight/DummyHighlighter.java";"Apache licensed";0;0;0;NA;1;"0.432432432432";0;0;"";0;0;4;"doHighlighting, line 30";NA;1;"";"0.0";"";0;"";3;"doHighlighting, line 30";0;0;0;0;0;NA;1;1;0;0;6;NA;0;37;16;0;1;0;3;0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.0";14;NA;0;0;0;0;0;0;0;"java"
"1773";"solr/core/src/test/org/apache/solr/highlight/HighlighterTest.java";"Apache licensed";1;0;1;NA;1;"0.0766096169519";0;0;"";0;1;0;"";NA;3;"testOffsetWindowTokenFilter, line 199";"0.142857142857";"testOffsetWindowTokenFilter, line 199";2;"testOffsetWindowTokenFilter, line 199";88;"testMaxMvParams, line 1017";28;0;10;0;1;NA;37;37;0;0;25;NA;9;1227;94;0;5;2;592;25;"0.0422297297297";"1.08";0;"0.0";"0";2;"0.00337837837838";"2.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.0456081081081";690;NA;0;0;1;2;1;0;0;"java"
"1774";"solr/core/src/test/org/apache/solr/highlight/FastVectorHighlighterTest.java";"Apache licensed";0;0;0;NA;1;"0.239130434783";0;0;"";0;0;0;"";NA;2;"test, line 68";"0.0625";"test, line 68";1;"test, line 68";23;"testConfig, line 35";2;0;1;0;0;NA;3;3;0;0;6;NA;0;92;22;0;2;1;40;2;"0.05";"1.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.05";54;NA;0;0;0;0;0;0;0;"java"
"1775";"solr/core/src/test/org/apache/solr/highlight/TestUnifiedSolrHighlighter.java";"Apache licensed";0;0;0;NA;1;"0.09375";0;0;"";0;0;1;"req, line 49";NA;1;"";"0.0";"";1;"testImpossibleOffsetSource, line 61";7;"testImpossibleOffsetSource, line 61";0;0;0;0;0;NA;24;24;0;0;4;NA;7;256;24;0;1;1;84;5;"0.0595238095238";"1.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.0595238095238";116;NA;0;0;1;1;0;0;0;"java"
"1776";"solr/core/src/test/org/apache/solr/util/TestFastWriter.java";"Apache licensed";5;1;0;NA;2;"0.137096774194";0;1;"MemWriter, line 26";0;0;4;"incHash, line 117";NA;7;"doRandomWrites, line 77";"0.571428571429";"flush, line 36";2;"doRandomWrites, line 77";23;"doRandomWrites, line 77";1;0;1;0;0;NA;6;6;1;0;5;NA;0;124;17;0;15;2;44;21;"0.477272727273";"1.19047619048";0;"0.0";"0";4;"0.0909090909091";"2.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.568181818182";65;NA;0;0;0;0;0;0;0;"java"
"1777";"solr/core/src/test/org/apache/solr/util/BitSetPerf.java";"Apache licensed";1;0;1;NA;1;"0.138461538462";4;0;"";0;0;4;"randomSets, line 36";90;40;"main, line 50";"0.433333333333";"main, line 50";5;"main, line 50";90;"main, line 50";1;0;1;0;1;NA;2;1;1;0;5;NA;0;195;27;2;42;5;96;71;"0.739583333333";"2.95774647887";0;"0.0";"0";55;"0.572916666667";"3.52727272727";47;"0.489583333333";"3.78723404255";33;"0.34375";"4.12121212121";4;"0.0416666666667";"5.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"2.1875";106;NA;0;0;0;0;0;29;0,311320754716981;"java"
"1778";"solr/core/src/test/org/apache/solr/util/TestFastOutputStream.java";"Apache licensed";2;0;0;NA;1;"0.192771084337";0;0;"";0;0;4;"incHash, line 76";NA;5;"doRandomWrites, line 43";"0.333333333333";"testRandomWrites, line 29";1;"testRandomWrites, line 29";22;"doRandomWrites, line 43";1;0;1;0;0;NA;3;3;0;0;3;NA;0;83;16;0;8;1;31;13;"0.41935483871";"1.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.41935483871";41;NA;0;0;0;0;0;0;0;"java"
"1779";"solr/core/src/test/org/apache/solr/util/JsonValidatorTest.java";"Apache licensed";0;0;0;NA;1;"0.0846560846561";0;0;"";0;0;1;"checkSchema, line 176";NA;2;"checkSchema, line 176";"0.125";"checkSchema, line 176";2;"checkSchema, line 176";51;"testSchemaValidation, line 50";2;0;1;0;1;NA;3;2;0;0;9;NA;0;189;16;0;2;2;71;14;"0.197183098592";"1.14285714286";0;"0.0";"0";2;"0.0281690140845";"2.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.225352112676";85;NA;0;0;1;4;0;0;0;"java"
"1780";"solr/core/src/test/org/apache/solr/util/FileUtilsTest.java";"Apache licensed";0;0;0;NA;1;"0.5";0;0;"";0;0;0;"";NA;1;"";"0.0";"";0;"";4;"testResolve, line 26";0;0;0;0;0;NA;1;1;0;0;3;NA;0;32;16;0;1;0;4;0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.0";10;NA;0;0;0;0;0;0;0;"java"
"1781";"solr/core/src/test/org/apache/solr/util/DOMUtilTest.java";"Apache licensed";0;0;0;NA;1;"0.280701754386";0;0;"";0;0;3;"assertTypeAndValue, line 50";NA;1;"";"0.0";"";0;"";23;"testAddToNamedListPrimitiveTypes, line 24";1;0;1;0;0;NA;2;1;0;0;2;NA;0;57;16;0;1;0;28;0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.0";34;NA;0;0;0;0;0;0;0;"java"
"1782";"solr/core/src/test/org/apache/solr/util/TestRTimerTree.java";"Apache licensed";2;0;0;NA;3;"0.183908045977";0;0;"";0;0;1;"incrementSystemTime, line 26";NA;1;"";"0.0";"";0;"";30;"test, line 50";1;0;1;0;0;NA;6;4;0;0;2;NA;0;87;16;0;1;0;35;0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.0";51;NA;0;0;0;0;0;0;0;"java"
"1783";"solr/core/src/test/org/apache/solr/util/TimeZoneUtilsTest.java";"Apache licensed";0;0;0;NA;1;"0.126865671642";0;0;"";0;0;3;"assertSameRules, line 30";NA;6;"testRandom, line 112";"0.3125";"testRandom, line 112";1;"testValidIds, line 46";16;"testRandom, line 112";2;0;0;0;0;NA;6;5;1;0;7;NA;0;134;17;0;12;1;47;24;"0.510638297872";"1.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.510638297872";64;NA;0;0;0;0;0;0;0;"java"
"1784";"solr/core/src/test/org/apache/solr/util/SimplePostToolTest.java";"Apache licensed";4;0;0;NA;2;"0.121457489879";0;0;"";0;0;4;"getLinksFromWebPage, line 240";NA;2;"readPageFromUrl, line 227";"0.25";"getLinksFromWebPage, line 240";1;"testDoFilesMode, line 153";30;"MockPageFetcher, line 190";4;0;1;0;0;NA;15;15;0;0;16;NA;4;247;30;1;3;1;114;3;"0.0263157894737";"1.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.0263157894737";166;NA;0;1;0;0;0;0;0;"java"
"1785";"solr/core/src/test/org/apache/solr/util/CircularListTest.java";"Apache licensed";0;0;0;NA;1;"0.416666666667";0;0;"";0;0;0;"";NA;3;"testCircularList, line 31";"0.181818181818";"testCircularList, line 31";1;"testCircularList, line 31";11;"testCircularList, line 31";1;0;0;0;0;NA;1;1;0;0;4;NA;0;48;20;0;3;1;11;3;"0.272727272727";"1.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.272727272727";19;NA;0;0;0;0;0;0;0;"java"
"1786";"solr/core/src/test/org/apache/solr/util/DateMathParserTest.java";"Apache licensed";2;0;0;NA;1;"0.176870748299";0;1;"DateMathParserTest, line 36";0;0;4;"assertAdd, line 81";NA;2;"a, line 64";"0.333333333333";"a, line 64";2;"testCalendarUnitsConsistency, line 102";61;"testParseMath, line 172";7;0;5;0;1;NA;21;12;0;0;11;NA;0;441;78;1;6;2;223;16;"0.0717488789238";"1.5";0;"0.0";"0";8;"0.0358744394619";"2.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.107623318386";261;NA;0;0;1;3;0;0;0;"java"
"1787";"solr/core/src/test/org/apache/solr/util/DistanceUnitsTest.java";"Apache licensed";0;0;0;NA;1;"0.571428571429";0;0;"";0;0;0;"";NA;1;"";"0.0";"";0;"";2;"testAddNewUnits, line 24";0;0;0;0;0;NA;1;1;0;0;2;NA;0;28;16;0;1;0;2;0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.0";7;NA;0;0;0;0;0;0;0;"java"
"1788";"solr/core/src/test/org/apache/solr/util/SolrPluginUtilsTest.java";"Apache licensed";1;0;0;NA;2;"0.0849802371542";0;0;"";0;1;2;"implTestInvokeSetters, line 478";NA;3;"testDocListConversion, line 62";"0.2";"countItems, line 305";2;"testDocListConversion, line 62";90;"testDisjunctionMaxQueryParser, line 179";6;0;4;0;2;NA;19;18;0;0;30;NA;2;506;43;0;4;2;280;54;"0.192857142857";"1.14814814815";0;"0.0";"0";8;"0.0285714285714";"2.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.221428571429";343;NA;0;0;1;1;1;0;0;"java"
